2019-04-27;5281;83.18
2019-04-26;5243.3;310.15
2019-04-25;5216.9;357.23
2019-04-24;5497.7;297.32
2019-04-23;5574.2;226.3
2019-04-22;5405.8;223.53
2019-04-21;5348.5;109.22
2019-04-20;5365.4;110.37
2019-04-19;5328.7;221.46
2019-04-18;5355.7;150.95
2019-04-17;5307.4;116.87
2019-04-16;5287.3;490.85
2019-04-15;5142.1;318.08
2019-04-14;5247.8;69.43
2019-04-13;5169;90.22
2019-04-12;5166.7;134.71
2019-04-11;5142;245.69
2019-04-10;5396.2;200.01
2019-04-09;5282.2;154.84
2019-04-08;5345;224.49
2019-04-07;5209.7;145.01
2019-04-06;5117.7;164.93
2019-04-05;5079.9;139.19
2019-04-04;4950.4;250.37
2019-04-03;4980;792.81
2019-04-02;4962.1;794.67
2019-04-01;4212;171.5
2019-03-19;4038.7;3.91
2019-03-18;4036.4;220.58
2019-03-17;4033.1;116.24
2019-03-16;4038.3;163.21
2019-03-15;3980.7;147.86
2019-03-14;3931;165.9
2019-03-13;3932;175.98
2019-03-12;3933.7;183.07
2019-03-11;3921.8;158.48
2019-03-10;3953.9;126.52
2019-03-09;3973.2;140.98
2019-03-08;3893;179.08
2019-03-07;3898.9;161.85
2019-03-06;3903.8;141.21
2019-03-05;3915.2;233.57
2019-03-04;3785.5;473.09
2019-03-03;3865.4;99.75
2019-03-02;3876;73.92
2019-03-01;3860.2;133.19
2019-02-28;3847.9;156.01
2019-02-27;3850.8;203.5
2019-02-26;3850.9;139.46
2019-02-25;3869.8;226.1
2019-02-24;3765.5;836.87
2019-02-23;4111;242.37
2019-02-22;3943.5;6.4
2019-02-21;3928.6;311.49
2019-02-20;3994.8;155.82
2019-02-19;3945.6;230.36
2019-02-18;3904.1;578.5
2019-02-17;3668;482.65
2019-02-16;3697.2;99.96
2019-02-15;3682.3;133.62
2019-02-14;3677.2;159.07
2019-02-13;3684.9;110.31
2019-02-12;3696;140.44
2019-02-11;3698.9;169.32
2019-02-10;3751.9;143.12
2019-02-09;3709.5;176.33
2019-02-08;3722.3;413.35
2019-02-07;3481.8;143.79
2019-02-06;3482.3;179.22
2019-02-05;3525;95.88
2019-02-04;3505.9;94.5
2019-02-03;3495.1;136.25
2019-02-02;3544.6;95.27
2019-02-01;3501.6;159.65
